Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
271545,The Bang Bang Club,Greg Marinovich,"Marinovich, Greg",João Silva,009928149X,9.78E+12,4,4.22,Arrow,Paperback,320,2001,2000,12/09/2020,05/09/2020,non-fiction,non-fiction (#108),read,"A harrowing memoire of the Bang Bang Club, a group of conflict photographers covering South Africa's transition to democracy in the early 1990s.",,,1,,,0,,,,,
29779228,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,1784701467,9.78E+12,4,3.52,Vintage,Paperback,272,2016,2015,02/09/2020,29/08/2020,fiction,fiction (#162),read,I enjoyed this! Very dark and very tense.,,,1,,,0,,,,,
28789352,The End of Average: How to Succeed in a World that Values Sameness,Todd Rose,"Rose, Todd",,,,3,4.05,Penguin,Kindle Edition,232,2016,2016,01/09/2020,28/08/2020,non-fiction,non-fiction (#107),read,"This book is interesting and very readable, but I find its arguments unconvincing. The main thrust is that the concept of the average does a poor job of describing variability and individuality, and that this has to stop. I find this disappointing because as an academic - in developmental psychology of all disciplines! - Rose must know that researchers are aware that the within/between distinction is not new, and statistics has good ways of dealing with variability (the normal distribution, mixed effects modelling, and so on). More time could have been spent on how the concept of an average is actually useful (e.g. in medical screening), and of course we only base hiring decisions and educational selection on the average because it's the most efficient way of dealing with an overwhelming number of applicants/students. The book is quite idealistic, and its examples are mostly restricted to the North American context. ",,,1,,,0,,,,,
25933717,Age of Iron,J.M. Coetzee,"Coetzee, J.M.",,,,2,3.84,Penguin,Kindle Edition,197,2015,1990,28/08/2020,23/08/2020,fiction,fiction (#161),read,"I didn't enjoy this very much. The synopsis sounded so interesting but it's quite misleading. Yes, this story is set in the later stages of apartheid but really it's about an old woman who befriends a squatter on her property and loses her mind as she dies from cancer. The writing got increasingly stream-of-consciousness in style, which I personally didn't care for as it just wasn't clear at times what was going on or why. ",,,1,,,0,,,,,
11233289,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,1447200187,9.78E+12,4,4.18,Pan Books,Paperback,319,2011,1997,23/08/2020,17/08/2020,non-fiction,non-fiction (#106),read,"Hmm, 3 stars for the content but 4 for the writing, so 3.5 overall. There's a lot to be said about this book because of its backstory. At its heart it's a retelling of 'the Everest disaster' that Krakauer experienced, which was originally published as a magazine article. However, there were rival perspectives and retellings and so there's a big focus on factual integrity which unfortunately took away from the storytelling for me. In addition to this focus, or perhaps because of it, I found it quite confusing to figure out what was actually happening at the point of the storm hitting, and the multiple climbing parties and characters involved also made it confusing at times. That said, the writing is excellent and I'd still recommend it.",,,1,,,0,,,,,
44532840,The Dark Side of the Mind: True Stories from My Life as a Forensic Psychologist,Kerry Daynes,"Daynes, Kerry",,,,4,4.12,Cassell Illustrated,Kindle Edition,304,2019,2019,11/08/2020,08/08/2020,non-fiction,non-fiction (#105),read,"This part-professional, part-personal memoir Daynes' career as a forensic psychologist is very similar to Unnatural Causes by Richard Shepherd (although much less harrowing and obviously focused on psychology rather than pathology). It's very well written and the stories of Daynes' past patients and experiences are engaging. ",,,1,,,0,,,,,
34006942,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1501173219,9.78E+12,4,4.33,Scribner,Paperback,531,2017,2014,09/08/2020,31/07/2020,fiction,fiction (#160),read,,,,1,,,0,,,,,
23454792,"Me, Myself, and Us: The Science of Personality and the Art of Well-Being",Brian Little,"Little, Brian",,,,2,3.93,PublicAffairs,Kindle Edition,290,2014,2012,30/07/2020,25/07/2020,"non-fiction, psychology",non-fiction (#104),read,"I heard about Brian Little in Susan Cain's 'Quiet Revolution' and thought I'd like to know more about his ideas on free trait theory. Unfortunately, Cain's is a MUCH better book despite being more narrowly focused. For me, Little's writing is overly chatty and way too many pages were spent on anecdotes. Towards the end I had to start skipping parts because it just wasn't holding my attention.",,,1,,,0,,,,,
15705259,Zero Degrees of Empathy: A New Theory of Human Cruelty,Simon Baron-Cohen,"Baron-Cohen, Simon",,,,5,3.78,Penguin,Kindle Edition,184,2011,2011,25/07/2020,23/07/2020,"non-fiction, psychology",non-fiction (#103),read,"I found this a totally engrossing read. Baron-Cohen sets out his ideas on how the psychological mechanisms of empathising and systemising can lead to lack of empathy, splitting this into zero-negative (personality disorders) and zero-positive (autism spectrum disorders). He also delves into causal factors like attachment and throws in some neuroscience too. I found the writing lucid, and I think the book delivers its messages without being overly verbose.",,,1,,,0,,,,,
28922,An Artist of the Floating World,Kazuo Ishiguro,"Ishiguro, Kazuo",,571225365,9.78E+12,2,3.76,Faber and Faber,Paperback,206,2005,1986,22/07/2020,17/07/2020,fiction,fiction (#160),read,"After enjoying Never Let Me Go and The Remains of the Day I was disappointed with this one. It always felt like it was leading up to something, but that something never transpired. Maybe you need to know quite a lot about Japan's pre/post-war transition to understand this?",,,1,,,0,,,,,
35792164,"Revolution (The History of England, #4)",Peter Ackroyd,"Ackroyd, Peter",,1509811478,9.78E+12,3,4.04,Pan Macmillan,Paperback,416,2017,2016,22/07/2020,10/07/2020,"non-fiction, history","non-fiction (#102), fiction (#159)",read,"I like the books in this series less and less over time. I know it's only a brief overview of 'the long 18th century', but it seemed to cut corners/leapfrog over certain things. I'd have liked more commentary on the broad themes and ideas that developed over the century (i.e. people talk about this century as being characterised by revolution, but this didn't really come across to me in the book). Also, as I make notes as I go along, I get frustrated when Ackroyd makes reference to, e.g. a 'war' that started in '1795', prompting a distracting Googling session!",,,1,,,0,,,,,
45285943,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,,9.78E+12,4,4.23,Zaffre (imprint of Allen and Unwin),Paperback,378,2019,2019,10/07/2020,05/07/2020,fiction,fiction (#158),read,,,,1,,,0,,,,,
33601829,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,,,5,4.31,Fourth Estate,Kindle Edition,610,2017,2013,05/07/2020,20/06/2020,fiction,fiction (#157),read,"A brilliant read. A transcontinental novel dealing with big themes like race, immigration, and identity, all told through an absorbing, sharply written narrative.",,,1,,,0,,,,,
7575221,"America, Empire of Liberty: A New History",David   Reynolds,"Reynolds, David",,141033673,9.78E+12,5,4.19,Penguin,Paperback,673,2010,2009,04/07/2020,12/06/2020,"non-fiction, history","non-fiction (#101), history (#15)",read,"This is a tour de force! A very good balance between breadth and depth. Reynolds quotes regularly from direct sources, giving greater insight into the events and people discussed. Excellent quote from the final page: the history of the United States is ""shot through with paradox - the empire forged by anti-imperialists, the land of liberty that rested on slavery, the secular state energized by godly ambition."" ",,,1,,,0,,,,,
512710,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",Patricia Ingham,140434240,9.78E+12,2,4.13,Penguin Classics,Paperback,496,1996,1855,29/06/2020,12/06/2020,fiction,fiction (#156),read,"What a slog this was. There were some interesting events and themes, but not enough to justify the length of the book.",,,1,,,0,,,,,
35061545,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,,,4,4.1,"Little, Brown Book Group",Kindle Edition,354,2017,2017,10/06/2020,06/06/2020,fiction,fiction (#155),read,,,,1,,,0,,,,,
17318692,How Music Works,David Byrne,"Byrne, David",,1938073533,9.78E+12,3,3.96,McSweeney's,Paperback,374,2013,2012,08/06/2020,02/06/2020,non-fiction,non-fiction (#100),read,"This one was hit-and-miss for me. David Byrne is clearly a sensitive and intellectual producer and consumer of music, and his candid insights into the music industry were interesting. But too often this slipped into autobiographical drudgery (more like 'How MY Music Works'), and often chapters felt disorganised and lacking in direction. ",,,1,,,0,,,,,
51024500,Machines Like Me,Ian McEwan,"McEwan, Ian",,1529111250,9.78E+12,4,3.59,Vintage,Paperback,320,2020,2019,30/05/2020,27/05/2020,fiction,fiction (#154),read,4.5 / 5,,,1,,,0,,,,,
1225818,The River,Tricia Wastvedt,"Wastvedt, Tricia",,014101685X,9.78E+12,2,3.19,Penguin,Paperback,352,2005,2004,27/05/2020,23/05/2020,fiction,fiction (#153),read,"A difficult read due to the complex web of characters and time-shifting, exacerbated by a writing style which I didn't care for. ",,,1,,,0,,,,,
53208167,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,571154913,9.78E+12,4,4.12,Faber and Faber,Paperback,250,1993,1989,22/05/2020,19/05/2020,fiction,fiction (#152),read,A novel about pathological devotion and loyalty,,,1,,,0,,,,,
27857238,Suspicious Minds: Why We Believe Conspiracy Theories,Rob Brotherton,"Brotherton, Rob",,,,3,3.85,Bloomsbury Sigma,Kindle Edition,304,2015,2015,08/05/2020,02/05/2020,"non-fiction, psychology",non-fiction (#99),read,"This seems like a good general introduction to the field with lots of references to follow up on. A very easy read, but too much time is spent discussing the minutiae of actual conspiracy theories at the expense of analysing why people believe them. Other parts of the book also felt unnecessarily padded out. ",,,1,,,0,,,,,
46250918,Uncommon Knowledge: the Economist Explains,Tom Standage,"Standage, Tom",,,,4,3.62,Economist Books,Kindle Edition,272,2019,2019,02/05/2020,19/04/2020,non-fiction,non-fiction (#98),read,An interesting compendium of bitesize articles on a range of interesting subjects.,,,1,,,0,,,,,
11062402,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,,,5,4.33,Harper Perennial,Kindle Edition,562,2009,2006,02/05/2020,19/04/2020,fiction,fiction (#151),read,"A brilliant, complex novel set around the Nigerian civil war.",,,1,,,0,,,,,
50728243,The Martian,Andy Weir,"Weir, Andy",,,,3,4.4,Cornerstone Digital,Kindle Edition,384,2020,2012,19/04/2020,17/04/2020,fiction,"fiction (#150), non-fiction (#97)",read,"It's painfully obvious that this is written by a science-loving ex-computer programmer. I glazed over on several occasions when Weir went into way too much detail, using way too much jargon. I feel this would have been a much better story if there had been more emphasis on character development and what it would actually feel like to be stranded on Mars. I found Watney's character annoying chipper and unfunny.",,,1,,,0,,,,,
